origin	packages	license	source_kind	source_asset	source_member	source_url	source_size	source_sha256	notice_section	notice_sha256
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/atan2f.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2216	31a61a0a4c7b00db625b708525f24673a83df868a3e363042c9cc9dcf0aaeec8	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/atan2l.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2342	c13d4d9e1329ffcbbf3ef1dd755602c771612f2dd98f38464fc9fb0f7bdf3c68	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/atanf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2373	e0533d7b72aabce311a758a1f94fd15e5d4067be73b716cb1f425df5bc9039d6	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/atanl.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	5463	5c6f655740e6f594db8a045e529582f20613d14ac2bca8bf3f881145bf459325	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/cbrt.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3761	af442893d4048c0eb485b93b5628792fb796d45ffc0f88c682041366c7da611d	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/cbrtf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1710	87b7065f44ac0cef6d21385c2b453dde7e15a51e9008ae0d726cd9eaa2dc43da	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/cbrtl.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3225	ee82c17b1a24681dfd7de0161088b45ecbd2d0346ddeda9d4594b48e4da0d3e5	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/cos.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2111	3a74e054057d636fa494bdd76a53a40db5cee618264f6ab31cb0538ba63c6bda	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/cosf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1921	33cf828e8e733da2b72c723b9ff20057b9a4f10df72a3923dadcb626c23d222c	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/erf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	10346	795f05c9388ac277ab27cb5dc63fb4f82620a0ee11eaf8403201df5bc65c0f5b	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/erff.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	5350	876ad823d25e58330628ccdc5d24a3f10cc255135046a4e2903daf33cb75c18f	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/erfl.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	12311	dcce5b86a37215aee265ae27c1a00526542ab13d1dd609a560de3e3e9049a3e6	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/exp.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4485	7db56f21ca9b8915d36dd5099b707aafeb6a736eae798e19b76b074764e75f34	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/exp2.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4096	b771de769e1b69b931d1f95baa39b429a73c9904e8b5607e1736771c6ace92b1	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/exp2f.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1494	1753e636d3b395160a03e9dd4a4ed4fba2abcd9ee12e4cf2d919f5a6bd7e2732	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/exp2f_data.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1323	3da38c471cc5eb8dc1c2e283c6c00a36b1d353ba5c8ca1e82d95180948e26bd5	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/exp2f_data.h	https://musl.libc.org/releases/musl-1.2.6.tar.gz	499	fb52b690bef63df2e8996f2d2b3fd77f9ea08795863e73afdc882df04460e850	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/exp2l.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	20743	0eeba2725b540b0d5dd84b732d4c496d8e8d9492cf863dbb5c83fe102771352c	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/exp_data.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	6347	c55dff64e369fe816cd8ce367064989bb119f85783599680d1a329031c660689	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/exp_data.h	https://musl.libc.org/releases/musl-1.2.6.tar.gz	540	df77fca837edd02b260dd09a2914202775909ae67a059218ae38cfab104e6d16	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/expf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1895	225123b9b3a47a083c06f2580c6b73d5cadae5cec545f9e928f7041ff837b4b4	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/expl.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3583	7218f10e56cd73c76f01a6924373dd1918730a0e793cf3c64670a34346173e68	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/expm1.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	6964	c4764166cea03420f2dfc1840a6a7615934192d851b96d5d2dcc321cc1e39460	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/expm1f.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2731	a7d4e8f8b41f04d4b977deb59e6bf96067371387062a5987fcc3b4464f54f5e9	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/expm1l.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3665	a8362abd18ef31f00a7dd74c8b618ef658a4e9c3919c456d03d65a12fe445c2f	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/fmal.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	8236	1c7587e59b9f249bd5e8dfabb154b602978fbb490348f92af5300ee8eadce518	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/j0.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	13939	88fc190ff03d253791b9fab281caf82e5943e5d4251052c91cc29b14b39055bd	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/j0f.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	9033	d0721c1c30f12badb67820e33299a2db0d9cec0209f7993fddee2a40d8d296a4	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/j1.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	13433	73ec22fae7f2e3fccd2cc6ea777b296d0022a7c1d137035f1ef45cbf0c75ed4e	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/j1f.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	8633	1b16747ce913d4e65dec522710265bd004f923a7f33b5e88d7e4057b9c7b8d79	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/jn.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	7130	cd602fc99cea2f33d8b39462f9f0523c8bc3da646fa349de87e206eb3bb2aded	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/jnf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4511	cab6c734e9a718a3e7c41b22e0e69893453befa805f2ebdafca3264d81dbcf71	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/lgamma_r.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	10349	df81910c12c2ba5e82295cea6bfc6f3863e367cc6043d1bf91be1fb9597b2811	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/lgammaf_r.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	6236	5aa1db729889e0705ef94b2cb4d7ab5fa6a615d28fd74b7bdf7579a22f6e7ed4	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/lgammal.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	11937	852284cc7fb67db860bcf39a3a33c74481ef28ffa7818a16de82d7e2d534c312	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3030	a0694d8587a0d145d0f8ae87cbffba014d7988bc2ebcbfad94cea73b394c9ecc	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log10.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2968	ef9b4b1f0918cf1fcb797f9fa4d4ffe177bfa27f668d74a41d613bfbcd83850a	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log10f.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1928	b8de5c0f14be2c622eca1cb33e80e5b131576c7c229aeffb8ea9f1d61555f6b9	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log10l.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4836	d23e3d61fe4111628efdef794ae7cd614e3443a81f70742e29070f99fdd078c4	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log1p.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3865	c76bbf714cd456a9f0de6e2c94853c27e7865581a2edfdef6d1f861739bbcb46	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log1pf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1989	6c01aff9fcee1dcaca4d4581f17357e0f069643321c00288c672adc3521d0cc8	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log1pl.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4440	3846b55cbd55e3d3f90d7484216663030ec98c4c353e644ce3c4e3122080e4c4	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log2.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3446	281e4fc0f737419e245019d8bc8a8ca53032c2d88c31d08561e9e59dcb4b4640	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log2_data.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	7964	5a62bb213f19dc1364cddb612e3d13831e382f5ae6f7fafd7064362f53478dfb	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log2_data.h	https://musl.libc.org/releases/musl-1.2.6.tar.gz	538	b56e1a56f73a8700caa9787cd399fecf7f96038af56c2a590aeb6f0f8662ea8e	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log2f.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1743	f2393ef18e78e6dc540e7349dbfea000018246d64fca3eefe73f11a286403352	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log2f_data.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1084	9261d7fdef29db26bd75310f029823593639ecf7c1cc089a6014623d49d21abe	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log2f_data.h	https://musl.libc.org/releases/musl-1.2.6.tar.gz	360	cb65ee48f557b19c8a6366a05f16ffba38aa46b00c4c136faf2dea8f53675a9b	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log2l.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4601	c3294ef6fcf96c061c4511fb3f6cd2886b2f513938deadcfb16fc19fb2a9ff03	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log_data.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	13927	e96bcd99d88fc57e0f3686299014f4b949a6212603ce237f39e16cedc155617a	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/log_data.h	https://musl.libc.org/releases/musl-1.2.6.tar.gz	552	a8dced6f0821f30cad040ba326b03e419fbe0a750ed8f3b0d7145992bee4bccc	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/logf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1732	eecf8e5dd0afd5f64f938ccae07c85b0a8e82919f5d4269936a3b8493fb64e47	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/logf_data.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1087	60b08342fcef877b393a76fc36d92c576d6340ce153459aad03aad3d4716f9b5	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/logf_data.h	https://musl.libc.org/releases/musl-1.2.6.tar.gz	406	80176d1f045f162e917ca5c2879994ab0ed9e27b479086d752e5793c91135adf	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/logl.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4630	e1612b2bb9a010c1914beb93fa242981f69f323392bd9816415cafaaec0d94b0	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/pow.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	10817	b06f0a08d74fcff8cced7afa2c0e47e301e3e8a19c0de5becdec28cd7b014027	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/pow_data.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	10455	2052ec913f9b4a2170a98a6fcbcd7694f5dec220036b00c36106a2b4b65a4c55	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/pow_data.h	https://musl.libc.org/releases/musl-1.2.6.tar.gz	519	5014345a7958adcf6ff835b5e96afa99dd5a98c40dfe968442288e002b8e01a3	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/powf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	5022	74069b3a380cf954361e0243b38de2094ae680e2ecfb3e50af61ab576f13babf	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/powf_data.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1388	136f491b0f904842b926784134d0adba7a9103d2ce8a226276dd6e9260457398	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/powf_data.h	https://musl.libc.org/releases/musl-1.2.6.tar.gz	555	5d632276e5f21cdcd47f35c53cf792640ad347aabce1e1bd5774fad5371fc8d8	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/powl.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	12481	be5f736310432efadcab58189a207f79f790d35a5ad11df778711ea5570f5bba	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/scalb.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	915	7f7eda8fd9d537105136d56661d70788f912b9584bb116dea185db340c78ada5	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/scalbf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	887	b4a0485f7a11d994960c31947f0132c45afd47f599abbae4a9f2041f7f346a3f	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/sin.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2192	24e53a9d85f196f66919cc19247be5480bb607ef38844b1a24bc47c4fe4974ef	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/sincos.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1345	2b88cfba380b8d5aa8f8f6b9f055aee91fe112de9f967a4484807afcb5405d9d	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/sincosf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2565	0196bf2ccfa370be120b917f2379bb533950ea50818d329aeee076081690c95d	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/sinf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1970	2583af55446f07da3225186c368a7aae5a0a0a0edab268967f4122b92e222b87	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/tan.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1965	422d411bac962a1077ae394d14e54313012a6faa3476c20b2a66d3fb3f7a923f	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/tanf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1781	38b39aaf03d33341e606b67b3743ee5fa436b7e8338af155994d4b794b366003	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/tgammal.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	6608	b9f00584454232f6d4c6cf76b8198221a4cc047c92fa749e5f41476c9b54579f	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/regex/regcomp.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	76218	56b0a765e084a5cd3ed7113a893b50d259265ba76b6bea98889c45d7aec302a0	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/regex/regexec.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	29091	072e8a1092c98830b48e784fb74ce486f7c39e27207f79f1dd161e2c5d86ba77	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
