origin	packages	license	source_kind	source_asset	source_member	source_url	source_size	source_sha256	notice_section	notice_sha256
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/jfs.c	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	1920	a28b6eecc21560ccee08096ff8e523ca8c85d09ecdb55902e1b4ac628980a93c	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/linux_raid.c	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	2556	44f8b56ccf905cf862b439542e17faa156ecd5cfc0e4e11f057e9d3a954d6a61	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/linux_swap.c	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	2523	098275da666287a5f02518c7170cb0e86c8f286da37fc610941891b48af3c5f5	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/luks.c	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	2874	0b5f054b7ee016b5f14cc50715f6b40ec72f44a7246679d3fc8cd41c6bbda4a4	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/minix.c	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	2653	50b40f4dd72c438df86c40b8de47b89d18e8e8ebb30da3a14b389afa64b1fb7f	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/nilfs.c	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	4172	1417e2b39c42bc5a001a3339f968531cea3fe42b821875f4b488af7c8fb47c74	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/ntfs.c	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	5582	75d6bc1a17ce461de353ae93d6fd61fd05fd217dfd0b6cb20c9c0afddab8b486	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/ocfs2.c	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	4596	4a7f3327a20aa539b4d5cc8615391bec51df1ea056990eaf115c7b437443e148	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/reiserfs.c	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	3454	0297e337305f158fe145502309d8e775f5aaca34ee0bf696a0e63facc0efa6ee	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/udf.c	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	4619	def5fb4848608ebe4f42e52bf76c34209b56c212f57f11550f9fa308e0b2d86e	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/util.c	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	6789	00d10502c36ff6b1386234b3b9fcb2edeca6f985c67319d4010f2764b43f56ba	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/volume_id.c	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	6892	b2023477d587f041d1667f437158f1cbd4be01e67e45285eff1e812503367e48	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/volume_id_internal.h	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	8034	83583a4cc57ff780d7b3c0609b1882a23081eb3b9b1c57cddaedc892ed1c6cd3	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
busybox	busybox-binsh@1.37.0-r31,busybox@1.37.0-r31,ssl_client@1.37.0-r31	GPL-2.0-only	upstream	distfiles/busybox/busybox-1.37.0.tar.bz2	busybox-1.37.0/util-linux/volume_id/xfs.c	https://busybox.net/downloads/busybox-1.37.0.tar.bz2	1898	a29583af21fe45c2545d45fe7655d5f3c06ed6b6431abf755439cbf881053204	busybox-embedded-notices	4b67bf818e9cb6001105c127863a3275eaa32d579fd47ff2c5675d1a3e26e204
ca-certificates	ca-certificates-bundle@20260611-r0	MPL-2.0 AND MIT	aports	aports/ca-certificates.tar.gz	aports-e41cbd2ae991adfe8df298ba8e8e777e90bd0e03-e41cbd2ae991adfe8df298ba8e8e777e90bd0e03-main-ca-certificates/main/ca-certificates/APKBUILD	https://gitlab.alpinelinux.org/api/v4/projects/alpine%2Faports/repository/archive.tar.gz?sha=e41cbd2ae991adfe8df298ba8e8e777e90bd0e03&path=main%2Fca-certificates	2520	a1429622d05b27e016c1266312be8a9a7e4610da01d7d40826b1681677c53843	ca-certificates	31db4966eb21154be62b7fec580f581d51016b406969574cdf9209a90a3fa85b
ca-certificates	ca-certificates-bundle@20260611-r0	MPL-2.0 AND MIT	authority	license-inputs/MIT.txt	-	https://spdx.org/licenses/MIT.txt	1077	c3b1b78bc8bd3ea13aa4bc9778442d16560270afa235006d816e5e88cef24db4	mit-license	b5cec5edf1781f18d7fefe872437df927688b15a8f4a409d66986c5c033a609d
ca-certificates	ca-certificates-bundle@20260611-r0	MPL-2.0 AND MIT	authority	license-inputs/MPL-2.0.txt	-	https://www.mozilla.org/media/MPL/2.0/index.txt	16726	3f3d9e0024b1921b067d6f7f88deb4a60cbe7a78e76c64e3f1d7fc3b779b9d04	ca-certificates	31db4966eb21154be62b7fec580f581d51016b406969574cdf9209a90a3fa85b
ca-certificates	ca-certificates-bundle@20260611-r0	MPL-2.0 AND MIT	upstream	distfiles/ca-certificates/ca-certificates-20260611.tar.bz2	ca-certificates-20260611/c_rehash.c	https://gitlab.alpinelinux.org/alpine/ca-certificates/-/archive/20260611/ca-certificates-20260611.tar.bz2	9533	a68fedc0edd976b9f35ecfdcb252d80dc12084b1bc4e945be7dc42c437d8b540	ca-certificates	31db4966eb21154be62b7fec580f581d51016b406969574cdf9209a90a3fa85b
ca-certificates	ca-certificates-bundle@20260611-r0	MPL-2.0 AND MIT	upstream	distfiles/ca-certificates/ca-certificates-20260611.tar.bz2	ca-certificates-20260611/certdata.txt	https://gitlab.alpinelinux.org/alpine/ca-certificates/-/archive/20260611/ca-certificates-20260611.tar.bz2	1330761	e57912808daef7b2b0fa4df2ccf17e47aeaf26c839a38f85c76003ebafd866bd	ca-certificates	31db4966eb21154be62b7fec580f581d51016b406969574cdf9209a90a3fa85b
ca-certificates	ca-certificates-bundle@20260611-r0	MPL-2.0 AND MIT	upstream	distfiles/ca-certificates/ca-certificates-20260611.tar.bz2	ca-certificates-20260611/mk-ca-bundle.pl	https://gitlab.alpinelinux.org/alpine/ca-certificates/-/archive/20260611/ca-certificates-20260611.tar.bz2	24507	0c66ca4c5418e2137d20e65bd10df0b193bf9578f7e7a947e5413e198652b4bd	ca-certificates	31db4966eb21154be62b7fec580f581d51016b406969574cdf9209a90a3fa85b
musl	musl-utils@1.2.6-r2	MIT AND BSD-2-Clause AND GPL-2.0-or-later	aports	aports/musl.tar.gz	aports-f5640d3a10f664c9119720c60515265d3d6f6d01-f5640d3a10f664c9119720c60515265d3d6f6d01-main-musl/main/musl/getconf.c	https://gitlab.alpinelinux.org/api/v4/projects/alpine%2Faports/repository/archive.tar.gz?sha=f5640d3a10f664c9119720c60515265d3d6f6d01&path=main%2Fmusl	11614	d87d0cbb3690ae2c5d8cc218349fd8278b93855dd625deaf7ae50e320aad247c	musl	67e6a3895835fe1bc3d134438869821168310f0cf9f2e04c676fc1e386728aed
musl	musl-utils@1.2.6-r2	MIT AND BSD-2-Clause AND GPL-2.0-or-later	aports	aports/musl.tar.gz	aports-f5640d3a10f664c9119720c60515265d3d6f6d01-f5640d3a10f664c9119720c60515265d3d6f6d01-main-musl/main/musl/getent.c	https://gitlab.alpinelinux.org/api/v4/projects/alpine%2Faports/repository/archive.tar.gz?sha=f5640d3a10f664c9119720c60515265d3d6f6d01&path=main%2Fmusl	11656	a6171c2db641cdd99c164169d3c5c6ca323617483cedec4cbbe3eb39c5834df0	musl	67e6a3895835fe1bc3d134438869821168310f0cf9f2e04c676fc1e386728aed
musl	musl-utils@1.2.6-r2	MIT AND BSD-2-Clause AND GPL-2.0-or-later	aports	aports/musl.tar.gz	aports-f5640d3a10f664c9119720c60515265d3d6f6d01-f5640d3a10f664c9119720c60515265d3d6f6d01-main-musl/main/musl/iconv.c	https://gitlab.alpinelinux.org/api/v4/projects/alpine%2Faports/repository/archive.tar.gz?sha=f5640d3a10f664c9119720c60515265d3d6f6d01&path=main%2Fmusl	2577	f79a2930a2e5bb0624321589edf8b889d1e9b603e01e6b7ae214616605b3fdd7	musl	67e6a3895835fe1bc3d134438869821168310f0cf9f2e04c676fc1e386728aed
musl	musl-utils@1.2.6-r2	MIT AND BSD-2-Clause AND GPL-2.0-or-later	aports	aports/musl.tar.gz	aports-f5640d3a10f664c9119720c60515265d3d6f6d01-f5640d3a10f664c9119720c60515265d3d6f6d01-main-musl/main/musl/ldconfig	https://gitlab.alpinelinux.org/api/v4/projects/alpine%2Faports/repository/archive.tar.gz?sha=f5640d3a10f664c9119720c60515265d3d6f6d01&path=main%2Fmusl	393	7065021e04a5060957b5c6907af671a7028230d91927fb0c25892cadd9312b7c	musl	67e6a3895835fe1bc3d134438869821168310f0cf9f2e04c676fc1e386728aed
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/COPYRIGHT	https://musl.libc.org/releases/musl-1.2.6.tar.gz	6196	b870108ec5e7790e9f9919064f1b9421d62d5f9b0e6c230c6adf7ea2da62e97b	musl	67e6a3895835fe1bc3d134438869821168310f0cf9f2e04c676fc1e386728aed
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/__cexp.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3287	ffcf569466b0ac3defff943c989b6b181c7c41dc4f9538c32944459a5272203b	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/__cexpf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2419	3cedd5c25cc80d78713bd44c53c7f3170dad26fde14ea5eb3b0028bfede24517	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/catan.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2147	b83556e819c8fe98e9396662b60d91377f063f7f6825a38a807303e1aa5065ef	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/catanf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1923	cda26231faad4c6abcd09006255abba34bf5d1093e92b8f1bbf62f1c82af033d	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/catanl.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2341	b7b08a341a00ecb3e5169f648c95f30efc910a7ad0f3fc180c4345d2dd920d7f	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/ccosh.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4762	9997abb272468781bc9b6b61a1550e95d1f956df109e0a646d578a3dc2c3aef9	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/ccoshf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3034	6ebf4355682268356685ba79621a47f2f955ca910bf13ca6ed32bb52e893574f	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/cexp.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2852	30943458b19d417812e326d8a61a2413ebce139c826c997ad6598dcddb6e673d	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/cexpf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2820	7de06c6bebd823987c5eefe19821b8a473332ec724d6cc0a6a27955a33ba3734	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/csinh.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4748	ed236ed0232c73d39a372a6799ba63b2eaeccc5f03aca0045fcb1504bb489489	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/csinhf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2995	4ed3be03188b48d701d8edaa88b0e282cb2ec88b8af1c2f0e2a3f76fba60a773	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/csqrt.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3139	4f6cfa6aec61754c1ee2ea683ec00e7837eaa1993edafbc516c6c4978e3567b4	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/csqrtf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2915	8dd69a3ec2052cf54f38e61156b057c2ff74d00da9db64da63f646e30a36e8e3	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/ctanh.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4200	7daa31e0831e9805934bd0e6a33816daf16c0bf1076babeb9799fe6e185ac045	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/complex/ctanhf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2253	1ebb7bddc872c96bf3e7c8d1a529c14f28db4cf75cc8237fdb1ad62764b405bf	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/crypt/crypt_blowfish.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	29664	0f9054739e295e3e981e7aa29c8f287a190aef065b84a82a4c6817120d5da05d	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/crypt/crypt_des.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	34020	546b4ee35446fb2a551d7414779395789f81d53aefbabd8914375686af5d228e	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/crypt/crypt_md5.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	8121	85d1d364c100fc982e99adb0d176e1d4475d175fc5c12bba696cda9c62d62c6b	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__cos.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2884	3f0f774aab60a18d7ef935ffdf121bcda17cbadabff14096c614da22e31a42c1	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__cosdf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1102	0ba872cc7e26b93bb9784d19fee84b263e1fa3543a76ec3c0893aea47453a2a7	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__cosl.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3855	fd644ce4ab8797b1220e2197b284212094a3b299bdf2c4faf66ead81b0fc620d	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__polevll.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2305	4fef0127318ba19fd5796b6b69a938030d22adb16aaab2ade3e634c8c5c93479	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__rem_pio2.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4722	938329e0939cd83ee2185a52154b41242f618d4a6df1b08395f344da33d4f1e6	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__rem_pio2_large.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	16408	b97f19fb5951c83a0c10506fab35646caefde13bd03100ad2af55ef00af0b9fb	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__rem_pio2f.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2242	b73a0219ba4a34e39ed904b5008126ff1b12dfa1a4a380941363c8db5088d756	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__rem_pio2l.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	4805	70f1c69285c0d211d696d5c048e269d46000e5d75fc6a80623ef45e861447a94	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__sin.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2364	f3a37ef9bcfb8a2f9c809d8c7f1aa2c17c8c3319ad7fb2fe7c0a6284ea8859d2	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__sindf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1101	de7026bcd159b7d06a8cbcc162df722014f3b1a3cc4183116b6b7829eef1d118	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__sinl.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2890	b6dfffc327cac147a0a2b17a12e9f4ec8ff6df463733db55c316a55ef4bcdb96	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__tan.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3963	e18b65b69fced8dbb2d3ed1a3dc6daea0e9f857f2762f274380bd89a6f89d2c4	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__tandf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1869	60455f3cc0ac743f3eaf0017a3a4f0adbab37c0ee30d29397852d22904c40444	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/__tanl.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	5411	3788db7251d2e14b17e761bc2eccd0d8faa3c72c16eef7a56ca2ca75eca177df	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/acos.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	2931	cc6f9017e7e2e0ef01516fa12c68aa63865e6415c90dc039dfce9abffae09a4c	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/acosf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1567	b20b3dcb58ce7cc55963945f8cb83efbf064b29d2da3011f2cec5d08459f2aa7	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/acosl.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1610	ed40b99c604aa593ee2ee71c02f928cb68c1afdf8a18243b0e7b6cc9a65586c1	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/asin.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3402	9302dd0b2f302f7b7decce82e737ed250bae1bcc65c19eaf3d7ec19010892e63	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/asinf.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1462	6bc9b2392b81efa4c6a80c8602a2c0898d3b5c77444f6d3266ac71c18df222c5	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/asinl.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	1817	4a0e729842b1bf3181bad43b2f048dd3652b73456e0a3f44f6e65c2c51765e9f	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/atan.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3934	1cffb67a65456ae0bc5f07a94df04a4f18ebc1ac0bffe3219250c4e0555ee01d	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
musl	musl@1.2.6-r2	MIT	upstream	distfiles/musl/musl-1.2.6.tar.gz	musl-1.2.6/src/math/atan2.c	https://musl.libc.org/releases/musl-1.2.6.tar.gz	3283	a5f94b09b10b4e72bb15d94ae403c9dfd27d7ad881ecd729000004429acfca63	musl-embedded-notices	aa6720761fc19708294a05ad84da3bea3be99a1c6ffbdf562fa736745ef67306
